user_id,cibil_score,account_age_days,user_history_score,transaction_amount,transaction_type,bank_balance,insufficient_funds_flag,ip_switching_frequency,rooted_device_flag,multiple_attempts_short_time,account_behavior_score,past_failure_count,success_rate,always_fails_after_spending_flag,velocity_score,anomaly_score,fraud_label
101514,750,404,93,1484.05,domestic,13197.22,0,3,0,0,93,0,0.8973,0,24,17,0
102547,650,1313,93,11329.22,domestic,111110.08,0,1,0,0,86,0,0.902,0,1,12,0
105116,773,1170,85,1451.94,domestic,4100.43,0,3,1,0,93,0,0.9219,0,31,0,0
101785,737,86,73,10855.29,domestic,132050.6,0,1,0,0,89,0,0.9753,0,13,15,0
106583,690,1282,62,783.76,domestic,11603.9,0,2,1,0,86,0,0.884,0,21,14,0
107701,524,301,46,2640.55,international,4673.41,0,8,0,1,39,5,0.2702,1,54,70,1
107812,424,8,44,500,international,254.48,1,11,1,1,26,8,0.1705,1,70,81,1
105668,803,343,100,1965.12,domestic,22643.81,0,0,0,0,94,3,0.8984,0,17,17,0
107128,534,38,15,14339.63,international,4645.4,1,12,1,0,12,8,0.2111,1,81,92,1
107837,621,229,49,1457.26,domestic,794.06,1,12,1,1,28,5,0.3938,1,59,81,1
103360,738,272,95,904.32,domestic,10838.85,0,1,0,0,99,2,0.9091,0,15,8,0
102069,671,173,84,1825.0,domestic,4673.88,0,2,0,1,100,1,0.963,0,34,20,0
103462,762,3017,84,3999.83,domestic,10965.54,0,2,1,0,97,1,0.9053,0,17,15,0
100648,777,471,81,6717.12,domestic,19360.92,0,0,0,0,91,0,0.909,0,20,20,0
102465,777,287,80,3420.22,domestic,50659.96,0,2,0,0,100,0,0.9386,0,26,12,0
100216,808,135,93,4965.65,domestic,41967.69,0,0,0,0,88,0,0.8797,0,15,4,0
105930,753,555,81,206.78,domestic,2983.6,0,1,0,0,97,0,0.9457,0,11,10,0
104271,706,291,74,129.53,domestic,305.24,0,2,0,0,100,1,0.9345,0,16,22,0
103751,778,360,91,331.72,domestic,1130.46,0,2,0,0,99,0,0.9103,0,16,21,0
105122,752,1693,82,995.62,international,3656.84,0,0,0,0,86,0,0.9449,0,20,23,0
100176,703,288,78,768.7,domestic,3959.04,0,1,0,0,93,0,0.9377,0,16,19,0
101144,661,118,66,596.6,domestic,5212.35,0,2,0,0,93,1,0.9698,0,8,7,0
106802,715,1386,84,323.81,domestic,2320.1,0,2,0,0,100,2,1.0,0,7,18,0
104826,835,86,81,512.37,international,1686.78,0,5,0,0,79,0,0.971,0,29,1,0
102732,754,1387,88,2321.58,domestic,21183.38,0,2,0,0,88,0,0.91,0,25,3,0
105357,686,766,84,532.11,domestic,6674.35,0,1,0,0,78,2,0.8427,0,17,12,0
106375,711,290,93,5400.6,domestic,35938.75,0,0,0,1,89,1,0.9178,0,23,10,0
101835,822,794,78,4316.31,domestic,11566.12,0,0,0,0,94,2,0.9394,0,18,24,0
101226,666,707,85,1219.79,domestic,3601.2,0,0,0,0,88,0,0.8933,0,23,7,0
107720,573,9,33,24243.23,international,6330.89,1,18,1,0,10,8,0.2197,1,90,79,1
105736,758,1187,81,7519.85,domestic,45466.57,0,1,0,0,89,1,0.905,0,17,20,0
101388,831,146,89,1652.24,domestic,10310.57,0,1,0,0,84,0,0.8765,0,16,14,0
104534,755,268,98,361.09,domestic,1283.11,0,1,0,0,91,1,0.9643,0,24,17,0
101997,882,368,80,1682.82,domestic,22998.06,0,3,0,0,100,1,0.943,0,30,18,0
101980,833,1609,86,1345.38,domestic,12745.74,0,0,0,0,98,1,0.884,0,17,22,0
106769,724,812,81,2248.4,domestic,27708.61,0,1,0,0,88,2,0.9046,0,11,20,0
105060,747,2911,91,835.17,international,12450.41,0,3,0,0,90,0,0.9652,0,17,5,0
102537,759,391,79,395.6,domestic,5652.04,0,0,0,0,89,2,0.9416,0,14,11,0
104656,766,318,73,7777.43,domestic,93116.74,0,1,0,0,89,3,0.94,0,19,20,0
105617,771,114,81,5004.03,domestic,41149.27,0,0,0,1,82,1,0.9723,0,37,15,0
107148,632,131,14,1079.44,domestic,511.35,1,19,1,1,11,9,0.1229,0,87,92,1
104352,691,283,90,279.99,domestic,4004.38,0,0,0,0,88,0,0.8974,0,8,16,0
103265,900,187,91,891.01,domestic,5961.11,0,0,0,0,89,4,0.9548,0,6,19,0
101612,827,438,86,2635.38,domestic,25785.67,0,1,0,0,92,1,0.8979,0,23,18,0
104075,800,669,100,1040.27,domestic,5424.48,0,1,1,0,93,0,0.8738,0,18,12,0
102661,803,630,81,3921.16,international,18248.01,0,0,0,1,83,2,0.9054,0,14,18,0
104578,650,468,72,26454.47,domestic,271335.87,0,3,0,1,88,0,0.9109,0,31,15,0
101380,707,1511,80,3154.08,domestic,17087.88,0,1,0,0,96,0,0.9521,0,17,18,0
106484,734,140,74,1949.96,domestic,10963.44,0,0,0,0,86,1,0.9486,0,19,18,0
103601,727,1107,80,682.75,international,10005.01,0,0,0,0,81,2,0.9205,0,21,15,0
103677,834,74,91,1019.61,international,9615.12,0,0,0,1,79,1,0.9825,0,16,9,0
102229,843,523,90,2409.28,domestic,12608.73,0,1,0,0,95,0,0.9988,0,11,18,0
103009,667,655,93,2263.15,international,19915.79,0,2,0,0,91,1,0.9305,0,31,18,0
100332,650,1429,92,2313.83,domestic,11347.79,0,1,0,1,99,2,0.8825,0,30,30,0
104272,721,851,100,433.38,domestic,4211.76,0,0,0,0,92,0,0.8906,0,18,2,0
103143,827,1609,98,7360.76,international,87536.93,0,0,0,0,100,1,0.8981,0,14,9,0
101862,755,779,79,1906.48,international,19501.26,0,1,0,0,98,0,0.8585,0,31,20,0
104778,864,104,94,1202.9,domestic,6773.96,0,1,0,0,100,0,0.9264,0,26,6,0
102940,880,296,89,25342.1,domestic,152541.77,0,1,0,0,96,1,0.9349,0,22,20,0
105748,700,79,72,1055.13,international,9576.66,0,0,0,0,88,1,0.9406,0,25,12,0
100910,796,303,81,1753.26,international,4805.97,0,1,0,0,95,0,0.9608,0,13,14,0
101933,752,457,94,690.52,domestic,4328.39,0,2,0,0,100,0,0.9057,0,13,21,0
105744,830,379,86,1984.84,domestic,26612.81,0,1,0,0,100,0,0.9366,0,11,15,0
105956,653,443,80,422.88,domestic,4606.22,0,3,0,0,92,2,0.9378,0,12,16,0
105621,694,646,89,2082.66,domestic,9966.57,0,2,0,0,100,1,0.886,0,26,15,0
100829,693,461,92,288.64,domestic,3414.32,0,1,0,0,89,0,0.9287,0,16,15,0
104392,734,167,84,2446.8,international,23929.28,0,2,0,0,90,0,0.9274,0,24,13,0
104573,796,1535,92,463.58,domestic,3594.11,0,0,0,0,86,0,0.9659,0,14,14,0
102713,711,114,77,4387.29,domestic,56214.3,0,1,0,0,85,1,0.9648,0,19,18,0
100565,855,581,83,515.24,domestic,2350.68,0,1,0,0,89,1,0.9665,0,20,14,0
104605,733,456,82,6186.5,international,53002.04,0,3,0,0,84,0,0.8716,0,30,9,0
105342,833,509,95,2667.38,domestic,26178.02,0,1,0,0,100,0,0.9935,0,14,10,0
104791,734,899,80,1260.49,domestic,18726.39,0,1,0,0,92,2,0.8752,0,25,28,0
106120,735,942,72,3302.52,domestic,15371.73,0,1,0,0,83,0,0.9483,0,13,15,0
105242,745,873,98,2935.22,domestic,13080.98,0,0,0,0,87,0,0.9075,0,16,11,0
104471,829,653,93,1229.21,domestic,10835.37,0,0,0,0,100,0,1.0,0,7,2,0
101464,722,1144,82,4922.18,domestic,9485.44,0,2,0,1,82,1,1.0,0,26,10,0
104809,796,430,85,168.23,domestic,473.62,0,2,0,0,92,1,0.9817,0,16,11,0
106986,781,338,83,5873.78,domestic,24372.06,0,2,0,0,97,1,0.8996,0,16,7,0
100637,732,756,82,3181.15,domestic,17694.85,0,0,0,0,79,0,0.9381,0,5,14,0
106421,887,1333,95,707.27,domestic,1962.84,0,2,0,0,92,2,0.8707,0,20,11,0
104518,889,1106,95,2279.54,domestic,24989.4,0,1,0,0,90,1,0.9054,0,15,15,0
100039,650,662,77,1579.4,international,5117.06,0,0,0,0,91,0,0.9447,0,9,10,0
104177,697,1509,80,5728.67,domestic,63445.88,0,2,0,0,90,1,0.9033,0,11,22,0
105720,838,391,86,3096.01,domestic,24241.36,0,1,1,0,90,1,0.8644,0,11,13,0
101692,769,2305,78,946.17,domestic,10062.76,0,1,0,0,99,1,0.9081,0,33,10,0
107874,484,95,19,7249.89,international,1816.45,1,11,0,1,10,11,0.1886,1,91,79,1
103589,803,1569,82,4968.06,domestic,11474.95,0,0,0,0,94,2,0.9201,0,15,17,0
107330,537,9,25,17220.43,international,1749.24,1,18,0,1,16,12,0.1784,1,84,74,1
107314,444,188,39,12311.05,domestic,5399.97,1,13,1,1,33,11,0.0358,1,84,89,1
100982,651,181,72,297.64,domestic,1867.43,0,2,0,0,81,0,0.9721,0,24,15,0
101988,670,138,77,738.85,international,11003.67,0,2,0,0,93,1,0.9347,0,22,15,0
100045,717,183,77,726.73,international,9888.13,0,0,0,0,87,1,0.9456,0,14,17,0
105738,777,217,92,5500.83,international,33156.88,0,2,0,0,97,2,0.9917,0,14,15,0
107119,533,735,12,12827.71,international,5659.01,1,7,1,1,49,8,0.1079,1,66,94,1
100330,797,310,94,1420.93,domestic,9099.56,0,4,0,0,91,0,0.9737,0,37,6,0
107729,523,117,56,92570.48,international,84761.29,1,10,1,1,41,4,0.1697,1,72,81,1
103549,657,144,88,6966.59,domestic,28302.93,0,1,0,0,97,0,0.8979,0,13,2,0
105016,759,127,85,10555.36,domestic,132208.71,0,1,0,0,95,0,0.9454,0,21,20,0
105339,653,82,90,493.1,domestic,3132.6,0,2,0,0,92,0,0.8773,0,25,10,0
102572,668,482,73,1373.42,domestic,6393.89,0,0,0,0,96,3,0.9586,0,19,18,0
100511,789,793,86,602.88,domestic,914.77,0,0,0,0,100,1,0.9936,0,11,8,0
106167,788,453,80,1472.14,domestic,21948.94,0,0,0,0,86,0,0.8781,0,17,16,0
103705,815,370,88,4424.39,international,39502.13,0,3,0,0,92,2,0.8985,0,41,15,0
102991,727,1897,100,1426.39,domestic,19141.34,0,1,0,0,88,1,0.9285,0,15,24,0
104765,752,316,96,4384.73,international,30995.79,0,1,0,0,77,1,0.9317,0,11,18,0
105559,748,282,89,1751.31,domestic,20145.15,0,1,0,0,95,1,0.9367,0,29,18,0
107181,393,72,29,11511.1,domestic,5560.63,1,14,1,1,19,12,0.2492,1,63,68,1
107283,483,31,29,20678.65,domestic,14553.2,1,14,1,1,33,12,0.1387,1,80,80,1
103403,824,211,89,1656.75,domestic,22265.08,0,1,0,0,91,1,0.9335,0,14,25,0
102315,751,651,81,508.16,domestic,6608.91,0,1,0,0,93,0,0.9545,0,6,3,0
100507,868,322,92,8048.23,domestic,71571.44,0,1,0,0,100,0,0.9183,0,15,23,0
100755,711,518,90,696.75,domestic,8977.61,0,4,0,0,93,2,1.0,0,32,7,0
101249,765,729,72,203.95,domestic,2268.0,0,1,0,0,87,1,0.9649,0,22,15,0
102886,650,152,83,3010.7,domestic,7873.99,0,1,0,0,83,1,0.9406,0,11,10,0
102500,825,321,97,942.15,domestic,8798.29,0,1,0,0,91,1,0.8708,0,17,15,0
103630,872,339,97,3473.82,domestic,14449.68,0,4,0,0,100,0,0.9027,0,24,15,0
103815,777,1045,74,189.52,domestic,1106.25,0,1,0,1,100,2,0.9329,0,17,11,0
104390,713,1231,74,273.71,domestic,1791.7,0,2,0,0,95,0,0.9593,0,23,8,0
104051,713,563,73,1244.32,domestic,7253.23,0,1,0,0,97,0,1.0,0,11,10,0
105926,709,107,73,799.12,domestic,8535.72,0,2,0,0,87,1,0.9124,0,12,20,0
105508,716,186,79,3715.29,international,14051.01,0,2,0,0,83,1,0.8814,0,6,7,0
106376,650,2228,79,1269.31,domestic,18435.64,0,0,0,0,100,1,0.9283,0,18,9,0
105313,815,149,97,1326.39,domestic,7615.68,0,4,0,0,91,0,0.9372,0,29,7,0
102122,741,283,86,2559.47,domestic,35382.62,0,1,0,0,80,1,0.878,0,17,15,0
102181,832,684,82,2812.11,domestic,14002.61,0,0,0,0,100,0,0.9509,0,17,12,0
105390,723,259,99,7545.8,domestic,28600.81,0,2,0,0,93,3,0.9236,0,22,20,0
105358,770,1375,67,5421.41,domestic,49966.51,0,0,0,0,90,0,0.8978,0,21,19,0
100574,721,692,89,6248.43,domestic,36308.24,0,0,0,1,100,1,0.9241,0,21,8,0
102586,714,631,82,8478.33,domestic,72871.72,0,3,0,0,98,2,0.8873,0,25,5,0
101205,708,465,73,287.33,domestic,3563.3,0,2,0,0,86,1,0.9903,0,21,9,0
104354,757,381,92,5342.84,domestic,62033.1,0,1,0,0,96,1,0.9382,0,30,21,0
106894,650,2081,77,2749.06,domestic,13297.14,0,1,0,0,87,0,0.9679,0,22,26,0
100579,786,210,87,213.64,domestic,2839.97,0,2,1,0,76,1,0.9628,0,19,17,0
104671,737,1203,72,7540.34,domestic,93954.08,0,0,0,0,99,1,0.8775,0,8,18,0
102932,745,478,70,1429.8,domestic,18599.52,0,0,0,0,90,0,0.9449,0,12,6,0
103964,769,387,99,2098.77,international,25233.59,0,0,0,0,86,2,0.9282,0,15,12,0
107472,632,15,31,28335.1,domestic,13212.12,1,17,1,1,4,12,0.1849,1,84,90,1
107522,519,49,26,2706.08,domestic,500.74,1,14,1,1,26,10,0.0902,1,68,86,1
103284,678,399,79,258.82,domestic,3045.45,0,1,1,0,100,0,0.9792,0,18,12,0
104984,807,326,89,1702.31,international,18119.99,0,0,0,0,100,1,0.8783,0,11,11,0
106690,664,581,69,9236.81,domestic,21474.68,0,2,0,0,86,1,0.8696,0,15,19,0
105453,801,123,87,1711.16,domestic,13998.64,0,0,0,0,92,0,0.9501,0,18,5,0
101861,782,293,94,799.71,international,11275.56,0,1,0,0,91,1,0.9515,0,13,5,0
106245,650,809,85,925.5,domestic,2380.52,0,1,0,0,100,0,0.9306,0,15,18,0
101695,717,138,87,3658.87,international,30222.46,0,2,0,1,92,0,0.9173,0,21,12,0
107424,488,224,40,11702.69,international,15778.25,0,9,0,0,27,3,0.2888,1,58,75,1
107850,421,81,29,8201.94,international,1624.55,1,18,0,1,25,15,0.057,1,73,94,1
107466,703,636,42,3038.23,international,4078.52,0,12,0,1,31,4,0.483,1,69,65,1
104843,708,891,75,6528.66,domestic,52953.7,0,1,0,0,92,1,0.9592,0,21,9,0
103525,728,579,82,836.46,domestic,4780.17,0,1,0,0,84,0,0.9942,0,9,16,0
102026,767,1241,88,3770.88,domestic,21405.5,0,1,0,0,92,1,0.945,0,17,21,0
101750,652,338,80,4734.48,domestic,63100.91,0,1,0,0,100,0,0.924,0,16,9,0
106642,764,769,91,1033.15,domestic,2722.0,0,0,1,0,88,1,0.9362,0,14,14,0
102512,819,134,91,817.63,domestic,4222.62,0,0,0,0,97,3,0.9385,0,2,25,0
105677,693,850,97,1114.14,domestic,6207.78,0,0,0,0,99,2,0.8843,0,3,7,0
104049,866,120,76,1076.95,domestic,11192.92,0,2,0,0,98,0,0.8958,0,17,8,0
101735,900,774,88,97.01,domestic,1448.46,0,0,0,0,95,2,0.9163,0,19,23,0
103037,756,246,100,17317.29,domestic,209003.91,0,0,0,0,100,1,0.9046,0,17,20,0
103795,716,3322,93,406.2,international,4116.83,0,2,0,0,100,1,0.8278,0,24,26,0
102587,673,216,81,4384.16,domestic,56245.79,0,1,0,0,98,3,0.967,0,11,13,0
104925,771,65,100,2982.89,domestic,16460.88,0,0,0,0,90,0,0.9262,0,22,9,0
101086,792,271,90,1031.98,domestic,11015.3,0,0,1,0,94,2,0.8355,0,14,27,0
101278,700,709,87,2762.67,domestic,9375.45,0,1,0,0,92,2,0.9287,0,13,8,0
102592,703,68,70,1411.62,domestic,9135.47,0,1,0,0,91,1,1.0,0,10,23,0
100355,674,76,94,2794.42,domestic,20520.37,0,1,0,0,95,0,0.9739,0,8,0,0
101590,852,193,91,1893.36,domestic,20607.84,0,2,0,0,92,1,0.9388,0,20,17,0
102515,894,668,83,289.76,domestic,4140.66,0,1,1,0,97,1,0.9311,0,25,20,0
100864,863,743,90,302.33,domestic,3714.62,0,0,0,0,93,0,0.9434,0,9,9,0
102560,801,109,78,2036.07,domestic,5667.78,0,1,0,0,92,0,1.0,0,13,12,0
101204,866,536,82,1078.2,domestic,13148.56,0,0,0,0,90,1,0.9104,0,18,27,0
100983,722,474,69,17682.24,international,36454.48,0,1,0,0,93,1,0.8835,0,17,14,0
102128,783,115,83,1618.4,domestic,13810.27,0,1,0,0,76,0,0.8992,0,22,12,0
106567,768,152,89,911.34,domestic,9031.58,0,0,0,0,76,1,0.9005,0,16,15,0
103884,811,274,93,245.13,domestic,1277.65,0,3,0,1,94,1,0.8752,0,30,26,0
105569,838,1105,82,1695.59,domestic,6400.51,0,1,0,0,75,2,0.9657,0,26,19,0
105549,787,670,84,21242.1,domestic,95023.8,0,1,1,0,94,0,0.9664,0,8,13,0
104181,750,154,73,1378.54,domestic,12376.04,0,0,0,0,92,1,0.9834,0,21,9,0
102396,688,271,66,6831.96,domestic,75325.5,0,2,0,0,97,1,0.9784,0,15,10,0
100052,786,1316,93,1031.72,domestic,3088.48,0,1,0,0,100,0,0.9122,0,22,8,0
103776,802,1402,80,2750.31,domestic,30591.24,0,0,0,0,78,0,0.9267,0,18,17,0
101848,840,316,84,4023.9,domestic,6723.4,0,1,0,0,93,1,0.891,0,9,8,0
101333,650,1732,77,58.42,domestic,617.96,0,0,1,0,98,0,0.9379,0,17,10,0
101028,683,1555,72,1643.08,domestic,12619.65,0,1,0,0,88,2,0.9283,0,21,14,0
100140,710,499,83,1369.79,domestic,18320.06,0,1,0,0,94,1,0.9287,0,17,10,0
101720,764,725,89,2420.82,domestic,7355.09,0,1,0,0,98,2,0.9228,0,17,25,0
107554,453,24,10,1000,domestic,269.28,1,17,1,1,16,6,0.1541,0,84,90,1
103342,765,84,86,2858.1,domestic,35734.9,0,1,0,0,76,1,0.9696,0,8,20,0
105672,695,630,76,4261.5,domestic,30082.17,0,0,1,0,86,0,0.9354,0,6,16,0
101902,745,775,78,4255.24,domestic,20297.23,0,1,0,0,86,1,0.9402,0,19,10,0
107826,553,88,45,9610.28,international,5286.73,1,18,1,1,14,14,0.0,1,90,86,1
105123,766,1803,91,330.24,international,3208.04,0,1,0,0,100,0,0.9006,0,30,17,0
101211,747,1357,77,761.56,domestic,10787.86,0,0,0,0,99,1,0.929,0,13,20,0
100465,731,369,82,7878.0,domestic,79685.09,0,1,0,0,99,0,0.8508,0,16,16,0
100396,748,305,83,3589.43,domestic,35987.08,0,1,0,0,86,1,0.9201,0,13,21,0
102405,783,290,82,611.71,domestic,7261.4,0,0,0,0,83,0,0.8814,0,10,27,0
101976,680,143,82,4737.13,domestic,52558.1,0,3,0,0,100,2,0.892,0,17,11,0
102899,734,351,68,2243.32,domestic,33541.37,0,1,0,0,93,1,0.9335,0,29,12,0
107313,369,2,23,16046.79,domestic,4130.84,1,9,1,1,14,14,0.0186,1,87,91,1
100359,777,627,84,7444.93,domestic,28299.99,0,1,0,0,88,0,0.9266,0,27,16,0
100261,802,457,81,211.41,international,1952.6,0,1,0,0,93,0,0.9262,0,20,8,0
102391,770,837,76,3290.13,domestic,24836.77,0,0,0,0,100,1,0.9023,0,7,8,0
103077,650,752,83,524.19,domestic,5871.19,0,3,0,0,88,1,0.8823,0,28,11,0
105824,833,138,90,1073.33,domestic,15633.78,0,1,0,0,100,1,0.9027,0,24,11,0
101832,734,79,78,2344.69,international,11003.68,0,0,0,0,92,0,0.9097,0,9,13,0
104437,824,1133,84,7300.05,domestic,85084.67,0,1,0,0,88,0,0.8934,0,10,16,0
107382,613,540,40,2521.35,international,2746.65,0,10,0,1,48,4,0.1526,1,82,88,1
105908,852,575,93,2467.66,domestic,4859.88,0,0,0,0,86,1,0.9822,0,12,30,0
105703,775,453,87,4367.35,international,20670.91,0,2,0,0,100,1,0.8704,0,20,0,0
103021,723,224,80,1317.24,international,13447.76,0,1,0,0,86,1,0.9587,0,11,19,0
102727,772,450,73,2211.48,international,13940.27,0,1,0,0,77,1,0.8715,0,15,5,0
105080,780,299,85,1517.54,international,11285.19,0,2,0,0,97,3,0.8818,0,29,12,0
100182,774,284,89,3983.85,domestic,34012.11,0,1,0,0,91,0,0.9377,0,18,24,0
107771,483,582,13,14700.8,domestic,10839.46,1,5,1,1,50,5,0.5071,1,66,65,1
103585,738,994,93,1260.13,domestic,18369.29,0,0,0,0,94,0,0.9094,0,18,21,0
104542,794,418,87,12775.35,domestic,159447.1,0,2,0,0,85,1,0.9077,0,18,7,0
105352,762,393,76,171.97,domestic,1415.42,0,1,0,0,86,2,0.9088,0,23,18,0
101097,760,700,90,13302.11,domestic,89244.49,0,1,0,0,85,1,0.9149,0,11,29,0
106109,752,181,85,4517.73,domestic,25614.86,0,0,0,0,85,0,0.9201,0,9,12,0
106084,767,386,81,2052.01,domestic,12878.13,0,1,0,0,85,0,0.9448,0,9,20,0
103746,767,724,74,3709.35,domestic,30007.45,0,0,0,0,87,0,0.9304,0,6,7,0
105723,800,479,97,1499.29,domestic,9830.65,0,0,0,0,72,1,0.949,0,11,18,0
102758,679,913,82,1574.8,domestic,23515.54,0,1,0,0,100,0,0.99,0,15,10,0
102180,786,254,90,324.48,domestic,4746.94,0,1,0,0,100,1,0.9162,0,12,11,0
104238,831,537,93,1032.14,international,12493.86,0,1,1,0,86,1,0.9284,0,11,16,0
100681,761,1406,96,381.05,domestic,5628.02,0,0,0,0,100,0,0.9034,0,14,15,0
100413,779,170,87,100.76,domestic,1001.43,0,2,0,0,100,0,0.9029,0,23,12,0
102683,784,182,91,713.88,domestic,8529.66,0,3,0,0,90,0,0.8925,0,13,22,0
103438,653,428,67,2114.1,domestic,18411.24,0,1,0,0,82,3,0.9408,0,25,31,0
106831,845,509,80,255.62,domestic,663.73,0,0,0,0,88,1,0.9258,0,12,18,0
107910,534,479,48,32577.87,international,39867.31,0,8,0,1,45,6,0.3755,1,58,81,1
102612,750,585,79,520.06,international,2670.25,0,3,0,0,91,0,0.9309,0,25,2,0
100925,752,287,90,1897.1,international,23063.84,0,0,0,0,100,2,0.9281,0,23,21,0
103817,728,262,94,4124.04,domestic,50662.77,0,3,0,0,98,2,0.9636,0,34,27,0
107141,438,78,12,48737.92,domestic,16616.31,1,17,0,1,16,12,0.1069,1,89,93,1
102010,724,384,77,568.12,domestic,2739.91,0,0,0,0,85,1,0.9071,0,7,25,0
106070,752,1252,100,2360.37,domestic,26992.64,0,0,0,0,100,0,0.9823,0,15,12,0
103998,731,381,77,2033.25,domestic,28310.85,0,0,0,0,87,1,0.9129,0,11,13,0
107193,495,76,29,12775.44,domestic,4378.02,1,22,0,1,23,9,0.0957,1,80,71,1
100991,772,172,82,1030.77,international,13687.62,0,1,0,0,100,1,0.9085,0,20,25,0
104162,892,72,91,2108.01,domestic,6641.42,0,2,0,0,97,1,0.9165,0,17,19,0
101950,858,1479,82,1698.79,domestic,7353.46,0,0,0,0,96,1,0.9521,0,17,16,0
101920,704,297,74,6029.78,domestic,88714.23,0,1,0,0,100,1,0.9461,0,4,13,0
106490,650,486,84,6226.78,domestic,44946.75,0,1,0,0,100,1,0.8916,0,21,17,0
106402,736,91,75,2920.27,domestic,13295.39,0,1,0,1,91,0,0.991,0,28,18,0
104273,692,65,80,299.13,international,1424.4,0,0,0,0,81,0,0.8966,0,13,18,0
103768,827,142,93,536.88,domestic,6628.56,0,2,0,0,100,0,0.9582,0,16,21,0
102007,704,297,92,1260.35,domestic,5849.94,0,2,0,0,90,1,0.9425,0,17,14,0
100735,776,619,81,1541.71,domestic,4563.42,0,1,0,0,94,1,0.9365,0,27,11,0
103797,784,509,89,1319.02,domestic,2877.76,0,3,0,0,86,1,0.9866,0,16,12,0
102925,841,145,91,1382.59,domestic,3973.78,0,1,0,0,94,0,0.9109,0,8,15,0
101163,764,330,92,1001.36,domestic,8473.95,0,1,0,0,83,0,0.8695,0,10,24,0
107535,411,29,6,24879.23,domestic,3394.44,1,23,0,1,3,16,0.0544,1,91,96,1
104756,772,509,81,2020.52,domestic,10879.29,0,1,1,0,96,2,0.9239,0,13,15,0
101130,709,355,74,1592.91,domestic,13108.0,0,1,0,0,100,3,0.8672,0,12,19,0
104831,730,449,85,9764.65,domestic,40087.59,0,0,0,0,92,1,0.9659,0,6,4,0
100471,716,1043,75,704.87,domestic,5855.75,0,1,0,0,86,0,0.9817,0,13,21,0
